t,dur,sbytes,dbytes,sttl,dttl,spkts,dpkts,sload,dload,rate,label,attack_cat,phase_id,is_drift_boundary
56.8,0.765718,584,268,254,252,10,6,5495.496094,2340.287109,19.589458,0,Normal,1,0
56.9,0.602053,3598,48710,31,29,60,62,47025.76172,636821.0,200.978988,0,Normal,1,0
57.0,3e-06,104,0,254,0,2,0,138666656.0,0.0,333333.3215,0,Normal,1,0
57.1,59.99707,92,0,0,0,2,0,6.133633,0.0,0.016667,0,Normal,1,0
57.2,0.850287,930,642,254,252,16,12,8204.288086,5541.658203,31.753983,0,Normal,1,0
57.3,0.001036,146,178,31,29,2,2,563706.5625,687258.6875,2895.752973,0,Normal,1,0
57.4,0.00105,146,178,31,29,2,2,556190.5,678095.25,2857.142959,0,Normal,1,0
57.5,1.004903,1580,10168,31,29,12,18,11535.44238,76457.13281,28.858508,0,Normal,1,0
57.6,0.579338,546,268,254,252,10,6,6793.961426,3093.185547,25.89162,0,Normal,1,0
57.7,59.163231,1068,622,254,252,20,14,137.247406,78.156654,0.557779,0,Normal,1,0
57.8,9e-06,168,0,254,0,2,0,74666664.0,0.0,111111.1072,1,Reconnaissance,1,0
57.9,1.8e-05,168,0,254,0,2,0,37333332.0,0.0,55555.55359,1,Reconnaissance,1,0
58.0,1e-05,1512,0,254,0,2,0,604800000.0,0.0,100000.0025,0,Normal,1,0
58.1,0.038978,1040,824,31,29,8,10,186772.0313,152291.0313,436.143474,0,Normal,1,0
58.2,9e-06,168,0,254,0,2,0,74666664.0,0.0,111111.1072,1,Reconnaissance,1,0
58.3,1.5581,3848,19188,31,29,50,54,19367.17773,96697.25781,66.106156,0,Normal,1,0
58.4,0.949778,3728,5578,31,29,32,26,30423.95117,45181.08203,60.014023,0,Normal,1,0
58.5,0.028868,3806,54798,31,29,64,66,1038381.625,14955799.0,4468.615909,0,Normal,1,0
58.6,0.004728,4136,2456,31,29,18,18,6610829.0,3925549.75,7402.707048,0,Normal,1,0
58.7,1.006984,1684,10168,31,29,14,18,12425.22266,76299.125,30.784998,0,Normal,1,0
58.8,0.00105,132,164,31,29,2,2,502857.1563,624761.9375,2857.142959,0,Normal,1,0
58.9,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
59.0,0.881699,1072,732,254,252,12,8,8919.143555,5816.043457,21.549304,0,Normal,1,0
59.1,0.900951,564,354,254,252,10,8,4510.789062,2752.646729,18.86895,1,Reconnaissance,1,0
59.2,0.020974,2558,23162,31,29,40,42,951654.375,8624392.0,3861.924119,0,Normal,1,0
59.3,0.039986,5174,83812,31,29,90,92,1023758.313,16586005.0,4526.584365,0,Normal,1,0
59.4,0.015657,2974,30506,31,29,48,50,1488407.75,15275468.0,6195.311905,0,Normal,1,0
59.5,0.031965,4238,63516,31,29,72,74,1046144.25,15681652.0,4536.211667,0,Normal,1,0
59.6,0.436172,17350,354,254,252,20,8,302321.0938,5685.830078,61.902184,0,Normal,1,0
59.7,0.032891,3614,50036,31,29,60,62,864430.9375,11973852.0,3678.81774,0,Normal,1,0
59.8,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
59.9,0.757754,7810,14540,31,29,122,126,81778.51563,152292.1563,325.963295,0,Normal,1,0
60.0,0.002849,320,1882,31,29,6,8,749736.75,4624780.5,4563.004498,0,Normal,1,0
60.1,0.014849,424,8824,31,29,8,12,199878.7813,4358004.0,1279.547472,0,Normal,1,0
60.2,0.863446,534,268,254,252,10,6,4456.561523,2075.404785,17.37225,0,Normal,1,0
60.3,0.004476,568,304,31,29,4,4,761394.0625,407506.6875,1563.896305,0,Normal,1,0
60.4,0.005821,568,304,31,29,4,4,585466.4375,313348.2188,1202.542549,0,Normal,1,0
60.5,0.248084,978,86,62,252,6,2,26281.42188,1386.627197,28.21625,0,Normal,1,0
60.6,1.360679,2516,354,254,252,10,8,13316.88086,1822.619385,12.493762,0,Normal,1,0
60.7,0.223506,424,8824,31,29,8,12,13279.28516,289531.375,85.008902,0,Normal,1,0
60.8,0.001029,146,178,31,29,2,2,567541.3125,691933.875,2915.451794,0,Normal,1,0
60.9,0.001071,146,178,31,29,2,2,545284.75,664799.25,2801.120432,0,Normal,1,0
61.0,0.726172,564,354,254,252,10,8,5596.470703,3415.168945,23.410433,0,Normal,1,0
61.1,0.00451,568,312,31,29,4,4,755654.125,415077.625,1552.106471,0,Normal,1,0
61.2,0.046907,4014,59460,31,29,68,70,674526.1875,9996120.0,2920.672806,0,Normal,1,0
61.3,0.00094,132,164,31,29,2,2,561702.125,697872.3125,3191.489368,0,Normal,1,0
61.4,0.874153,564,354,254,252,10,8,4649.071777,2837.031982,19.447396,1,Reconnaissance,1,0
61.5,0.585206,810,1176,62,252,10,8,9965.72168,14066.8418,29.049601,0,Normal,1,0
61.6,3.825816,13454,548216,31,29,234,438,28013.89453,1143735.125,175.387424,0,Normal,1,0
61.7,0.007895,2230,13500,31,29,34,36,2193793.5,13299556.0,8739.708368,0,Normal,1,0
61.8,0.000945,130,162,31,29,2,2,550264.5625,685714.3125,3174.603249,0,Normal,1,0
61.9,0.197856,3728,5474,31,29,32,24,146045.6094,212113.8594,277.979953,0,Normal,1,0
62.0,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
62.1,0.004896,1470,1728,31,29,22,14,2294117.75,2622549.0,7148.69277,0,Normal,1,0
62.2,0.464286,706,268,254,252,10,6,10958.7627,3859.689941,32.307672,0,Normal,1,0
62.3,1.115258,588,354,254,252,10,8,3801.811035,2223.700684,15.24311,0,Normal,1,0
62.4,1.113716,796,1208,62,252,10,10,5150.325684,7815.277832,17.060004,0,Normal,1,0
62.5,1.033802,1580,10168,31,29,12,18,11212.97852,74319.83594,28.051792,0,Normal,1,0
62.6,0.025955,9608,12298,31,29,110,114,2934617.5,3757580.25,8591.793193,0,Normal,1,0
62.7,1.2e-05,962,0,254,0,2,0,320666656.0,0.0,83333.33039,0,Normal,1,0
62.8,0.021484,1540,1644,31,29,16,18,537702.4375,578290.8125,1536.026767,0,Normal,1,0
62.9,1.336901,231207,1300,254,252,182,30,1375940.375,7521.873535,157.827699,0,Normal,1,0
63.0,0.50974,1540,1644,31,29,16,18,22662.5332,24373.21094,64.738887,0,Normal,1,0
63.1,0.004478,8928,320,31,29,14,6,14811969.0,476998.6563,4242.965511,0,Normal,1,0
63.2,0.665416,926,354,254,252,10,8,10026.81055,3726.991943,25.547928,1,Reconnaissance,1,0
63.3,0.001122,146,178,31,29,2,2,520499.0938,634581.0625,2673.796684,0,Normal,1,0
63.4,0.456213,978,86,62,252,6,2,14291.57031,754.033752,15.34371,0,Normal,1,0
63.5,0.022215,1540,1644,31,29,16,18,520009.0313,559261.75,1485.482821,0,Normal,1,0
63.6,4.278551,12830,548216,31,29,222,438,23882.85156,1022710.688,154.024104,0,Normal,1,0
63.7,1.159227,4616,3080,31,29,28,30,30723.92188,20551.625,49.170697,0,Normal,1,0
63.8,0.022284,1540,1644,31,29,16,18,518398.875,557530.0625,1480.883195,0,Normal,1,0
63.9,0.850145,3474,556,254,252,16,10,30648.89063,4714.489746,29.406749,0,Normal,1,0
64.0,0.751194,29792,764,254,252,32,14,307361.3438,7561.295898,59.904632,0,Normal,1,0
64.1,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
64.2,8e-06,200,0,254,0,2,0,100000000.0,0.0,125000.0003,1,Reconnaissance,1,0
64.3,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
64.4,0.004855,3960,2456,31,29,18,18,6162719.0,3822863.0,7209.062899,0,Normal,1,0
64.5,0.032903,2958,32642,31,29,48,50,704373.4375,7778014.0,2948.059384,0,Normal,1,0
64.6,0.855636,2934,3740,31,29,52,54,26908.63867,34323.00781,122.715734,0,Normal,1,0
64.7,0.014351,1540,1644,31,29,16,18,804961.3125,865723.625,2299.491312,0,Normal,1,0
64.8,0.055901,2958,32642,31,29,48,50,414590.0938,4578093.5,1735.210511,0,Normal,1,0
64.9,0.032697,2958,32642,31,29,48,50,708811.1875,7827018.0,2966.63306,0,Normal,1,0
65.0,0.007934,2230,13500,31,29,34,36,2183009.75,13234181.0,8696.747796,0,Normal,1,0
65.1,0.2327,3614,50036,31,29,60,62,122183.0625,1692445.125,519.982799,0,Normal,1,0
65.2,0.443755,9242,268,254,252,14,6,154716.0,4038.264404,42.816419,0,Normal,1,0
65.3,0.934797,608,646,254,252,10,10,4689.788086,4980.760742,20.325269,0,Normal,1,0
65.4,0.790822,564,354,254,252,10,8,5138.956543,3135.977295,21.496619,1,Reconnaissance,1,0
65.5,0.866095,534,354,254,252,10,8,4442.930664,2863.427246,19.628332,0,Normal,1,0
65.6,0.018162,1540,1644,31,29,16,18,636053.25,684065.625,1816.980416,0,Normal,1,0
65.7,1.668961,2530,354,254,252,10,8,10914.57422,1485.954346,10.185978,0,Normal,1,0
65.8,0.001676,528,304,31,29,4,4,1890214.875,1088305.5,4176.611088,0,Normal,1,0
65.9,0.143228,320,1888,31,29,6,8,14913.28613,92272.46094,90.764379,0,Normal,1,0
66.0,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
66.1,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
66.2,0.004638,568,320,31,29,4,4,734799.5,413971.5313,1509.271262,0,Normal,1,0
66.3,0.013319,2558,23162,31,29,40,42,1498611.0,13581200.0,6081.537803,0,Normal,1,0
66.4,0.038936,2302,34406,31,29,30,42,457365.9375,6900965.5,1823.505225,0,Normal,1,0
66.5,9e-06,200,0,254,0,2,0,88888888.0,0.0,111111.1072,1,Reconnaissance,1,0
66.6,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
66.7,0.006597,3728,5474,31,29,32,24,4380172.5,6361679.5,8337.122714,0,Normal,1,0
66.8,3e-06,168,0,254,0,2,0,224000000.0,0.0,333333.3215,1,Reconnaissance,1,0
66.9,0.013225,1052,824,31,29,8,10,557126.625,448846.875,1285.4442,0,Normal,1,0
67.0,0.000989,130,162,31,29,2,2,525783.625,655207.3125,3033.367149,0,Normal,1,0
67.1,0.040548,37492,3380,31,29,52,42,7254809.0,651080.1875,2293.577954,0,Normal,1,0
67.2,1.20843,564,354,254,252,10,8,3363.04126,2052.249512,14.067839,1,Reconnaissance,1,0
67.3,0.00107,130,162,31,29,2,2,485981.3125,605607.5,2803.738322,0,Normal,1,0
67.4,0.013509,1540,1644,31,29,16,18,855133.625,919683.1875,2442.815951,0,Normal,1,0
67.5,1.018748,1684,10168,31,29,14,18,12281.74121,75418.0625,30.429506,0,Normal,1,0
67.6,0.001099,146,178,31,29,2,2,531392.1875,647861.6875,2729.754356,0,Normal,1,0
67.7,0.004376,568,320,31,29,4,4,778793.4375,438756.875,1599.634445,0,Normal,1,0
67.8,0.001089,146,178,31,29,2,2,536271.8125,653810.8125,2754.820869,0,Normal,1,0
67.9,0.446992,1426,268,254,252,10,6,22980.27734,4009.020264,33.557647,0,Normal,1,0
68.0,0.001001,130,162,31,29,2,2,519480.5,647352.625,2997.002832,0,Normal,1,0
68.1,1.023978,1684,10168,31,29,14,18,12219.0127,75032.85938,30.274088,0,Normal,1,0
68.2,0.803268,534,268,254,252,10,6,4790.431152,2230.886719,18.673718,0,Normal,1,0
68.3,0.576374,598,268,254,252,10,6,7481.253418,3109.092285,26.024769,0,Normal,1,0
68.4,1.770593,564,354,254,252,10,8,2295.276123,1400.660645,9.601303,1,Reconnaissance,1,0
68.5,0.001127,130,162,31,29,2,2,461401.9688,574977.8125,2661.934417,0,Normal,1,0
68.6,0.001012,130,162,31,29,2,2,513833.9688,640316.1875,2964.426812,0,Normal,1,0
68.7,0.024751,2934,3742,31,29,52,54,930225.0625,1187184.375,4242.25282,0,Normal,1,0
68.8,0.041592,3614,50036,31,29,60,62,683593.0,9468937.0,2909.213437,0,Normal,1,0
68.9,0.225576,8842,268,254,252,14,6,291201.1875,7944.107422,84.228819,0,Normal,1,0
69.0,1.181496,564,354,254,252,10,8,3439.706787,2099.033691,14.388538,1,Reconnaissance,1,0
69.1,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
69.2,0.003959,1052,824,31,29,8,10,1861076.0,1499368.5,4294.01352,0,Normal,1,0
69.3,1.007888,1684,10168,31,29,14,18,12414.07813,76230.69531,30.757387,0,Normal,1,0
69.4,0.003382,424,8824,31,29,8,12,877587.25,19134240.0,5617.977681,0,Normal,1,0
69.5,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
69.6,0.013287,2542,23508,31,29,40,42,1492586.75,13817415.0,6096.184076,0,Normal,1,0
69.7,0.023574,544,304,31,29,4,4,138457.625,77373.375,296.937301,0,Normal,1,0
69.8,0.004486,568,304,31,29,4,4,759696.8125,406598.2813,1560.410107,0,Normal,1,0
69.9,0.034782,3182,39076,31,29,52,54,717842.5625,8821344.0,3018.802839,0,Normal,1,0
70.0,4e-06,168,0,254,0,2,0,168000000.0,0.0,250000.0006,1,Reconnaissance,1,0
70.1,0.027272,2958,32940,31,29,48,48,849809.3125,9461425.0,3483.426109,0,Normal,1,0
70.2,0.00109,146,178,31,29,2,2,535779.8125,653211.0,2752.293491,0,Normal,1,0
70.3,0.561713,1282,268,254,252,10,6,16435.43945,3190.241455,26.70403,0,Normal,1,0
70.4,0.606296,588,268,254,252,10,6,6993.283691,2955.6521,24.740391,0,Normal,1,0
70.5,0.012672,2558,23162,31,29,40,42,1575126.25,14274622.0,6392.04564,0,Normal,1,0
70.6,0.008306,1920,4312,31,29,22,24,1765470.625,3980736.75,5417.770038,0,Normal,1,0
70.7,5e-06,1458,0,254,0,2,0,1166400000.0,0.0,200000.0051,0,Normal,1,0
70.8,8e-06,200,0,254,0,2,0,100000000.0,0.0,125000.0003,1,Reconnaissance,1,0
70.9,0.522211,830,1208,62,252,10,8,11443.64941,16192.6875,32.55389,0,Normal,1,0
71.0,0.601469,534,268,254,252,10,6,6397.669922,2979.372314,24.938942,0,Normal,1,0
71.1,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
71.2,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
71.3,2.078247,962,354,254,252,10,8,3333.578613,1193.313354,8.179971,0,Normal,1,0
71.4,0.001063,130,162,31,29,2,2,489181.5938,609595.5,2822.201463,0,Normal,1,0
71.5,2.060591,2516,268,254,252,10,6,8793.59375,869.653442,7.279465,0,Normal,1,0
71.6,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
71.7,0.128671,2542,23508,31,29,40,42,154129.5156,1426832.75,629.512451,0,Normal,1,0
71.8,1.1e-05,1548,0,254,0,2,0,562909056.0,0.0,90909.0902,0,Normal,1,0
71.9,0.001045,146,178,31,29,2,2,558851.625,681339.6875,2870.813285,0,Normal,1,0
72.0,17.766273,17298,752252,31,29,304,594,7763.924316,338162.5313,50.488922,0,Normal,1,0
72.1,0.042273,37938,3380,31,29,54,42,7046767.5,624512.125,2247.297336,0,Normal,1,0
72.2,0.028879,2958,33044,31,29,48,50,802520.875,8970948.0,3358.84208,0,Normal,1,0
72.3,0.504157,566,268,254,252,10,6,8092.717285,3554.448242,29.752636,0,Normal,1,0
72.4,0.358761,37210,3276,31,29,52,40,813800.8125,71245.20313,253.65075,0,Normal,1,0
72.5,0.004295,320,1946,31,29,6,8,497322.4688,3172060.75,3026.775408,0,Normal,1,0
72.6,1.597369,1540,1644,31,29,16,18,7231.89209,7777.790039,20.658972,0,Normal,1,0
72.7,0.020222,37230,3380,31,29,52,42,14445653.0,1305508.75,4598.95146,0,Normal,1,0
72.8,1.014835,1684,10168,31,29,14,18,12329.09766,75708.85938,30.546838,0,Normal,1,0
72.9,0.037918,4862,75600,31,29,84,86,1013766.5,15764755.0,4456.985962,0,Normal,1,0
73.0,4.168694,2934,3742,31,29,52,54,5523.072754,7048.730469,25.187745,0,Normal,1,0
73.1,0.024948,3614,50036,31,29,60,62,1139650.375,15786115.0,4850.088007,0,Normal,1,0
73.2,0.003855,1052,824,31,29,8,10,1911284.0,1539818.375,4409.857308,0,Normal,1,0
73.3,0.687027,2516,354,254,252,10,8,26374.50977,3609.756348,24.744298,0,Normal,1,0
73.4,0.028492,2958,33044,31,29,48,50,813421.3125,9092798.0,3404.464417,0,Normal,1,0
73.5,0.001004,130,162,31,29,2,2,517928.3125,645418.375,2988.047923,0,Normal,1,0
73.6,0.974559,796,678,254,252,14,12,6074.54248,5105.898926,25.652628,0,Normal,1,0
73.7,0.001733,528,304,31,29,4,4,1828043.75,1052510.125,4039.23822,0,Normal,1,0
73.8,13.359051,37230,3380,31,29,52,42,21866.82227,1976.188354,6.961572,0,Normal,1,0
73.9,0.052115,2646,23508,31,29,42,42,396507.7188,3522824.5,1592.631656,0,Normal,1,0
74.0,1.009874,1580,10168,31,29,12,18,11478.66016,76080.78125,28.716454,0,Normal,1,0
74.1,0.843568,2934,3742,31,29,52,54,27293.58984,34832.99219,124.471289,0,Normal,1,0
74.2,0.004015,1052,824,31,29,8,10,1835118.25,1478455.75,4234.121967,0,Normal,1,0
74.3,8e-06,104,0,254,0,2,0,52000000.0,0.0,125000.0003,0,Normal,1,0
74.4,0.622822,3728,5474,31,29,32,24,46395.27734,67383.61719,88.307737,0,Normal,1,0
74.5,0.004704,3736,2456,31,29,18,18,6001700.5,3945578.25,7440.47625,0,Normal,1,0
74.6,0.036004,3614,50036,31,29,60,62,789690.0625,10938563.0,3360.737751,0,Normal,1,0
74.7,0.491624,658,268,254,252,10,6,9649.651367,3645.062012,30.511122,0,Normal,1,0
74.8,0.27765,522,268,254,252,10,6,13542.22949,6454.168945,54.024852,0,Normal,1,0
74.9,5.114827,13350,548216,31,29,232,438,20791.31836,855497.125,130.796209,0,Normal,1,0
75.0,0.666697,564,354,254,252,10,8,6095.722656,3719.830566,25.498839,1,Reconnaissance,1,0
75.1,4e-06,1056,0,254,0,2,0,1056000000.0,0.0,250000.0006,0,Normal,1,0
75.2,9e-06,168,0,254,0,2,0,74666664.0,0.0,111111.1072,1,Reconnaissance,1,0
75.3,0.032059,2230,13500,31,29,34,36,540253.9375,3275211.5,2152.281802,0,Normal,1,0
75.4,1.080102,1684,10168,31,29,14,18,11584.0918,71134.02344,28.700994,0,Normal,1,0
75.5,0.00162,520,304,31,29,4,4,1925925.875,1125925.875,4320.987666,0,Normal,1,0
75.6,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
75.7,0.029584,4014,59460,31,29,68,70,1069497.0,15849378.0,4630.881575,0,Normal,1,0
75.8,0.001013,146,178,31,29,2,2,576505.4375,702862.75,2961.500406,0,Normal,1,0
75.9,7.25425,15428,645754,31,29,270,512,16951.16602,710748.0625,107.661026,0,Normal,1,0
76.0,0.00105,146,178,31,29,2,2,556190.5,678095.25,2857.142959,0,Normal,1,0
76.1,0.003971,1044,824,31,29,8,10,1841349.75,1494837.5,4281.037304,0,Normal,1,0
76.2,0.004721,568,312,31,29,4,4,721881.0,396526.1563,1482.736753,0,Normal,1,0
76.3,0.00638,568,304,31,29,4,4,534169.25,285893.4063,1097.178657,0,Normal,1,0
76.4,2.881138,68197,612,254,252,60,14,186206.9688,1579.931274,25.33721,0,Normal,1,0
76.5,0.151529,4966,75600,31,29,86,86,259171.5156,3944908.25,1128.496861,0,Normal,1,0
76.6,0.847687,2934,3740,31,29,52,54,27160.96875,34644.86328,123.866473,0,Normal,1,0
76.7,0.849501,2934,3740,31,29,52,54,27102.96875,34570.88281,123.601971,0,Normal,1,0
76.8,2.093381,872,1318,62,252,10,10,2999.931885,4536.202637,9.076227,0,Normal,1,0
76.9,0.001064,146,178,31,29,2,2,548872.1875,669172.9375,2819.548997,0,Normal,1,0
77.0,0.032878,2958,33044,31,29,48,50,704909.0625,7879798.0,2950.301087,0,Normal,1,0
77.1,1.376978,1106,814,254,252,12,10,5891.161621,4258.601074,15.250788,0,Normal,1,0
77.2,0.247269,484,268,254,252,10,6,14106.09473,7247.167969,60.662678,0,Normal,1,0
77.3,0.003807,1052,824,31,29,8,10,1935382.25,1559233.0,4465.458502,0,Normal,1,0
77.4,0.001022,130,162,31,29,2,2,508806.2813,634050.875,2935.420795,0,Normal,1,0
77.5,0.001012,130,162,31,29,2,2,513833.9688,640316.1875,2964.426812,0,Normal,1,0
77.6,0.746864,1506,354,254,252,10,8,14524.73242,3320.551025,22.761841,0,Normal,1,0
77.7,4e-06,104,0,254,0,2,0,104000000.0,0.0,250000.0006,0,Normal,1,0
77.8,0.000993,146,178,31,29,2,2,588116.8125,717019.125,3021.148054,0,Normal,1,0
77.9,1.515119,546,268,254,252,10,6,2597.815918,1182.745361,9.900213,0,Normal,1,0
78.0,0.059318,3614,50036,31,29,60,62,479314.875,6639334.0,2039.853044,0,Normal,1,0
78.1,0.093838,3614,45696,31,29,60,62,302990.25,3832903.5,1289.456313,0,Normal,1,0
78.2,0.00628,3728,5474,31,29,32,24,4601274.0,6682802.5,8757.961984,0,Normal,1,0
78.3,0.091401,2438,19266,31,29,38,40,207787.6563,1644183.25,842.441518,0,Normal,1,0
78.4,1.0052,534,354,254,252,10,8,3828.09375,2467.170654,16.912057,0,Normal,1,0
78.5,0.736272,978,86,62,252,6,2,8855.422852,467.218658,9.507356,0,Normal,1,0
78.6,0.001894,528,304,31,29,4,4,1672650.5,963041.1875,3695.881758,0,Normal,1,0
78.7,1.124029,610,354,254,252,10,8,3907.372314,2206.348633,15.124164,0,Normal,1,0
78.8,0.004882,568,320,31,29,4,4,698074.5625,393281.4375,1433.838614,0,Normal,1,0
78.9,0.02496,3614,50036,31,29,60,62,1139102.5,15778526.0,4847.756397,0,Normal,1,0
79.0,0.03196,37938,3380,31,29,54,42,9320651.0,826032.5625,2972.465642,0,Normal,1,0
79.1,0.005678,2054,2478,31,29,22,24,2762944.75,3346248.75,7925.325919,0,Normal,1,0
79.2,0.553595,13142,548216,31,29,228,438,189091.2969,7904190.0,1201.239159,0,Normal,1,0
79.3,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
79.4,0.001024,146,178,31,29,2,2,570312.5,695312.5,2929.687507,0,Normal,1,0
79.5,0.00103,132,164,31,29,2,2,512621.3438,636893.1875,2912.621237,0,Normal,1,0
79.6,0.00455,568,312,31,29,4,4,749010.9375,411428.5625,1538.461475,0,Normal,1,0
79.7,0.433222,546,354,254,252,10,8,9085.411133,5724.547852,39.240851,0,Normal,1,0
79.8,0.740726,830,268,254,252,10,6,8067.760742,2419.248047,20.250403,1,Reconnaissance,1,0
79.9,1.598297,564,354,254,252,10,8,2542.706299,1551.651489,10.636321,1,Reconnaissance,1,0
80.0,0.026175,3062,32538,31,29,50,48,917211.0625,9737842.0,3705.826202,0,Normal,1,0
80.1,0.181952,3614,50036,31,29,60,62,156261.0,2164483.0,665.010553,0,Normal,1,0
80.2,0.983583,68201,612,254,252,60,14,545475.0625,4627.977539,74.218446,0,Normal,1,0
80.3,0.001046,130,162,31,29,2,2,497131.9063,619502.8125,2868.068701,0,Normal,1,0
80.4,0.044338,1540,1644,31,29,16,18,260544.0156,280211.125,744.282572,0,Normal,1,0
80.5,0.225959,8928,320,31,29,14,6,293539.9688,9453.041992,84.08605,0,Normal,1,0
80.6,5.505766,534,354,254,252,10,8,698.903687,450.43689,3.087672,0,Normal,1,0
80.7,0.054363,568,320,31,29,4,4,62689.69531,35318.13672,128.764046,0,Normal,1,0
80.8,0.013268,1540,1644,31,29,16,18,870666.25,936388.25,2487.187134,0,Normal,1,0
80.9,1.391,604,354,254,252,10,8,3128.684326,1782.890015,12.221423,0,Normal,1,0
81.0,0.366658,534,268,254,252,10,6,10494.79297,4887.388184,40.910058,0,Normal,1,0
81.1,1.00464,1684,10168,31,29,14,18,12454.21289,76477.14844,30.856825,0,Normal,1,0
81.2,0.046126,568,312,31,29,4,4,73884.57813,40584.48438,151.758226,0,Normal,1,0
81.3,0.625404,2516,354,254,252,10,8,28973.27148,3965.436768,27.182429,0,Normal,1,0
81.4,0.001012,146,178,31,29,2,2,577075.0625,703557.3125,2964.426812,0,Normal,1,0
81.5,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
81.6,0.00109,146,178,31,29,2,2,535779.8125,653211.0,2752.293491,0,Normal,1,0
81.7,0.01287,2558,23162,31,29,40,42,1550893.625,14055012.0,6293.706419,0,Normal,1,0
81.8,0.627794,534,268,254,252,10,6,6129.398926,2854.439453,23.893187,0,Normal,1,0
81.9,0.004339,1470,1728,31,29,22,14,2588614.75,2959207.0,8066.37435,0,Normal,1,0
82.0,0.624471,68199,612,254,252,60,14,859133.5625,7289.369629,116.898942,0,Normal,1,0
82.1,0.389587,880,268,254,252,10,6,16263.37695,4599.743164,38.502313,1,Reconnaissance,1,0
82.2,0.075979,4238,63516,31,29,72,74,440121.5938,6597402.0,1908.422018,0,Normal,1,0
82.3,2e-06,168,0,254,0,2,0,336000000.0,0.0,500000.0013,1,Reconnaissance,1,0
82.4,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
82.5,0.034998,37808,3380,31,29,54,42,8482313.0,754328.8125,2714.440851,0,Normal,1,0
82.6,0.671416,608,646,254,252,10,10,6529.483887,6934.598145,28.298403,0,Normal,1,0
82.7,0.034568,7810,15494,31,29,122,126,1792640.5,3557509.75,7145.336607,0,Normal,1,0
82.8,1.246164,1580,10168,31,29,12,18,9302.146484,61654.80859,23.271416,0,Normal,1,0
82.9,0.004524,568,312,31,29,4,4,753315.625,413793.0938,1547.303275,0,Normal,1,0
83.0,0.001044,130,162,31,29,2,2,498084.2813,620689.625,2873.563127,0,Normal,1,0
83.1,1.033295,1020,760,254,252,12,8,7238.978027,5148.578125,18.387778,0,Normal,1,0
83.2,0.004172,2262,2478,31,29,26,24,4170661.5,4554170.5,11744.96615,0,Normal,1,0
83.3,5.8e-05,503,0,64,0,2,0,34758620.0,0.0,17241.37888,0,Normal,1,0
83.4,1.136477,1684,10168,31,29,14,18,11009.46191,67605.41406,27.277279,0,Normal,1,0
83.5,0.033553,2934,3742,31,29,52,54,686197.9375,875748.8125,3129.377353,0,Normal,1,0
83.6,0.004273,568,312,31,29,4,4,797566.0625,438099.6875,1638.19324,0,Normal,1,0
83.7,0.032899,1540,1644,31,29,16,18,351135.2813,377640.6563,1003.07001,0,Normal,1,0
83.8,0.613109,534,268,254,252,10,6,6276.208496,2922.808105,24.465471,0,Normal,1,0
83.9,0.528538,920,268,254,252,10,6,12532.68457,3390.484863,28.380174,0,Normal,1,0
84.0,18.631155,24364,1028278,31,29,434,806,10437.57129,440983.0625,66.501513,0,Normal,1,0
84.1,0.005416,568,320,31,29,4,4,629246.6875,354505.1875,1292.466814,0,Normal,1,0
84.2,0.647182,564,354,254,252,10,8,6279.532227,3831.997803,26.267727,1,Reconnaissance,1,0
84.3,0.022933,3182,39076,31,29,52,54,1088736.75,13379148.0,4578.554781,0,Normal,1,0
84.4,0.000987,146,178,31,29,2,2,591692.0,721377.9375,3039.513836,0,Normal,1,0
84.5,0.036124,544,304,31,29,4,4,90355.44531,50492.75,193.776999,0,Normal,1,0
84.6,0.806615,564,354,254,252,10,8,5038.339355,3074.577148,21.07573,1,Reconnaissance,1,0
84.7,0.056251,2958,32642,31,29,48,50,412010.4375,4549608.0,1724.413769,0,Normal,1,0
84.8,0.05085,4238,63516,31,29,72,74,657620.4375,9857699.0,2851.524077,0,Normal,1,0
84.9,0.00704,3728,5474,31,29,32,24,4104545.5,5961363.5,7812.499939,0,Normal,1,0
85.0,0.021009,2958,33044,31,29,48,50,1103146.25,12331477.0,4617.068871,0,Normal,1,0
85.1,0.508684,2516,268,254,252,10,6,35621.33203,3522.815918,29.487856,0,Normal,1,0
